"DDKey","SortNumber","LCID","SeqNo","DisplayValue","CatalogID",
"Yearly Style","","1033","0","","dxPSRes.pas",
"Show event images","","2052","0","显示事件图像","dxPSRes.pas",
"Show event images","","1028","0","顯示事件圖像","dxPSRes.pas",
"Show event images","","1033","0","","dxPSRes.pas",
"&Visible When Expanded","1","2052","0","展开后可见(&V)","dxPSRes.pas",
"&Visible When Expanded","1","1028","0","展開后可見(&V)","dxPSRes.pas",
"&Visible When Expanded","1","1033","0","","dxPSRes.pas",
"Top to bottom","","2052","0","顶端","dxPSRes.pas",
"Top to bottom","","1028","0","頂端","dxPSRes.pas",
"Top to bottom","","1033","0","","dxPSRes.pas",
"A&uto Columns Expand","","2052","0","列自动展开(&U)","dxPSRes.pas",
"A&uto Columns Expand","","1028","0","列自動展開(&U)","dxPSRes.pas",
"A&uto Columns Expand","","1033","0","","dxPSRes.pas",
"The Tri-fold style requires at least one calendar section. Select Daily, Weekly, or Monthly Calendar for one of section under Options.","","2052","0","三折叠式至少需要一个日历区。为参数的一个区选择每天，每周或每月日历。","dxPSRes.pas",
"The Tri-fold style requires at least one calendar section. Select Daily, Weekly, or Monthly Calendar for one of section under Options.","","1028","0","三折疊式至少需要一個日歷區。為參數的一個區選擇每天，每周或每月日歷。","dxPSRes.pas",
"The Tri-fold style requires at least one calendar section. Select Daily, Weekly, or Monthly Calendar for one of section under Options.","","1033","0","","dxPSRes.pas",
"Skip Empty Views","","2052","0","跳过空的视图","dxPSRes.pas",
"Skip Empty Views","","1028","0","跳過空的視圖","dxPSRes.pas",
"Skip Empty Views","","1033","0","","dxPSRes.pas",
"Subject:","","2052","0","主题","dxPSRes.pas",
"Subject:","","1028","0","主題","dxPSRes.pas",
"Subject:","","1033","0","","dxPSRes.pas",
"3 months/page","","2052","0","3月/页","dxPSRes.pas",
"3 months/page","","1028","0","3月/頁","dxPSRes.pas",
"3 months/page","","1033","0","","dxPSRes.pas",
"Show resource images","","2052","0","显示资源图像","dxPSRes.pas",
"Show resource images","","1028","0","顯示資源圖像","dxPSRes.pas",
"Show resource images","","1033","0","","dxPSRes.pas",
"X5 4.8is","","2052","0","X5 4.8是","dxPSRes.pas",
"X5 4.8is","","1028","0","X5 4.8是","dxPSRes.pas",
"X5 4.8is","","1033","0","","dxPSRes.pas",
"Task&Pad","","2052","0","任务簿(&P)","dxPSRes.pas",
"Task&Pad","","1028","0","任務簿(&P)","dxPSRes.pas",
"Task&Pad","","1033","0","","dxPSRes.pas",
"TaskPad","","2052","0","任务簿","dxPSRes.pas",
"TaskPad","","1028","0","任務簿","dxPSRes.pas",
"TaskPad","","1033","0","","dxPSRes.pas",
"Show Time As:","","2052","0","显示时间为:","dxPSRes.pas",
"Show Time As:","","1028","0","顯示時間為:","dxPSRes.pas",
"Show Time As:","","1033","0","","dxPSRes.pas",
"Suppress &Content Coloration","","2052","0","禁止内容着色(&C)","dxPSRes.pas",
"Suppress &Content Coloration","","1028","0","禁止內容著色(&C)","dxPSRes.pas",
"Suppress &Content Coloration","","1033","0","","dxPSRes.pas",
"Column &Headers","","2052","0","列头(&H)","dxPSRes.pas",
"Column &Headers","","1028","0","列頭(&H)","dxPSRes.pas",
"Column &Headers","","1033","0","","dxPSRes.pas",
"All Nodes","1","2052","0","全部节点","dxPSRes.pas",
"All Nodes","1","1028","0","全部節點","dxPSRes.pas",
"All Nodes","1","1033","0","","dxPSRes.pas",
"Company Name","","2052","0","公司名称","dxPSRes.pas",
"Company Name","","1028","0","公司名稱","dxPSRes.pas",
"Company Name","","1033","0","","dxPSRes.pas",
"&Start:","","2052","0","开始(&S):","dxPSRes.pas",
"&Start:","","1028","0","開始(&S):","dxPSRes.pas",
"&Start:","","1033","0","Start(&S):","dxPSRes.pas",
"Time Ruler","","2052","0","时间管理员","dxPSRes.pas",
"Time Ruler","","1028","0","時間管理員","dxPSRes.pas",
"Time Ruler","","1033","0","","dxPSRes.pas",
"Daily Style","","2052","0","每日的风格","dxPSRes.pas",
"Daily Style","","1028","0","每日的風格","dxPSRes.pas",
"Daily Style","","1033","0","","dxPSRes.pas",
"Daily Calendar","","2052","0","每日的历法","dxPSRes.pas",
"Daily Calendar","","1028","0","每日的歷法","dxPSRes.pas",
"Daily Calendar","","1033","0","","dxPSRes.pas",
"DateNavigator Header","","2052","0","DateNavigator头","dxPSRes.pas",
"DateNavigator Header","","1028","0","DateNavigator頭","dxPSRes.pas",
"DateNavigator Header","","1033","0","","dxPSRes.pas",
"Two columns","","2052","0","两列","dxPSRes.pas",
"Two columns","","1028","0","兩列","dxPSRes.pas",
"Two columns","","1033","0","","dxPSRes.pas",
"Unit Price","","2052","0","单位价格","dxPSRes.pas",
"Unit Price","","1028","0","單位價格","dxPSRes.pas",
"Unit Price","","1033","0","","dxPSRes.pas",
"Weekly Style","","2052","0","每周的风格","dxPSRes.pas",
"Weekly Style","","1028","0","每周的風格","dxPSRes.pas",
"Weekly Style","","1033","0","","dxPSRes.pas",
"All Day","","2052","0","全天","dxPSRes.pas",
"All Day","","1028","0","全天","dxPSRes.pas",
"All Day","","1033","0","","dxPSRes.pas",
"Daily","","2052","0","每日","dxPSRes.pas",
"Daily","","1028","0","每日","dxPSRes.pas",
"Daily","","1033","0","","dxPSRes.pas",
"Continued","","2052","0","继续","dxPSRes.pas",
"Continued","","1028","0","繼續","dxPSRes.pas",
"Continued","","1033","0","","dxPSRes.pas",
"Trifold","","2052","0","3倍","dxPSRes.pas",
"Trifold","","1028","0","3倍","dxPSRes.pas",
"Trifold","","1033","0","","dxPSRes.pas",
"Day Header","","2052","0","日栏头","dxPSRes.pas",
"Day Header","","1028","0","日欄頭","dxPSRes.pas",
"Day Header","","1033","0","","dxPSRes.pas",
"Column Header","","2052","0","栏目标题","dxPSRes.pas",
"Column Header","","1028","0","欄目標題","dxPSRes.pas",
"Column Header","","1033","0","","dxPSRes.pas",
"Yearly","","2052","0","每年","dxPSRes.pas",
"Yearly","","1028","0","每年","dxPSRes.pas",
"Yearly","","1033","0","","dxPSRes.pas",
"Tri-fold Style","","2052","0","Tri-fold风格","dxPSRes.pas",
"Tri-fold Style","","1028","0","Tri-fold風格","dxPSRes.pas",
"Tri-fold Style","","1033","0","","dxPSRes.pas",
"Tentative","","2052","0","假设","dxPSRes.pas",
"Tentative","","1028","0","假設","dxPSRes.pas",
"Tentative","","1033","0","","dxPSRes.pas",
"Day","16","2052","0","天","dxPSRes.pas",
"Day","16","1028","0","天","dxPSRes.pas",
"Day","16","1033","0","","dxPSRes.pas",
"Payment Type","","2052","0","支付方法","dxPSRes.pas",
"Payment Type","","1028","0","支付方法","dxPSRes.pas",
"Payment Type","","1033","0","","dxPSRes.pas",
"Include:","","2052","0","包含:","dxPSRes.pas",
"Include:","","1028","0","包含:","dxPSRes.pas",
"Include:","","1033","0","","dxPSRes.pas",
"&Column Fields","","2052","0","列区域(&C)","dxPSRes.pas",
"&Column Fields","","1028","0","列區域(&C)","dxPSRes.pas",
"&Column Fields","","1033","0","","dxPSRes.pas",
"&Months/Page:","","2052","0","月/页(&M):","dxPSRes.pas",
"&Months/Page:","","1028","0","月/頁(&M):","dxPSRes.pas",
"&Months/Page:","","1033","0","","dxPSRes.pas",
"Car Name","","2052","0","汽车名","dxPSRes.pas",
"Car Name","","1028","0","汽車名","dxPSRes.pas",
"Car Name","","1033","0","","dxPSRes.pas",
"Payment Amount","","2052","0","支付数量","dxPSRes.pas",
"Payment Amount","","1028","0","支付數量","dxPSRes.pas",
"Payment Amount","","1033","0","","dxPSRes.pas",
"&Resources/Page:","","2052","0","资源/页(&R):","dxPSRes.pas",
"&Resources/Page:","","1028","0","資源/頁(&R):","dxPSRes.pas",
"&Resources/Page:","","1033","0","","dxPSRes.pas",
"Auto &Rows Expand","","2052","0","行自动展开(&R)","dxPSRes.pas",
"Auto &Rows Expand","","1028","0","行自動展開(&R)","dxPSRes.pas",
"Auto &Rows Expand","","1033","0","","dxPSRes.pas",
"&Right Section:","","2052","0","右段(&R):","dxPSRes.pas",
"&Right Section:","","1028","0","右段(&R):","dxPSRes.pas",
"&Right Section:","","1033","0","","dxPSRes.pas",
"Available ReportLinks","","2052","0","可利用到的报表链接","dxPSRes.pas",
"Available ReportLinks","","1028","0","可利用到的報表鏈接","dxPSRes.pas",
"Available ReportLinks","","1033","0","","dxPSRes.pas",
"&Clear Sorting","1","2052","0","清除排序(&C)","dxPSRes.pas",
"&Clear Sorting","1","1028","0","清除排序(&C)","dxPSRes.pas",
"&Clear Sorting","1","1033","0","","dxPSRes.pas",
"Please See Above","","2052","0","请看上文","dxPSRes.pas",
"Please See Above","","1028","0","請看上文","dxPSRes.pas",
"Please See Above","","1033","0","","dxPSRes.pas",
"&Monthly Section:","","2052","0","每月段(&M):","dxPSRes.pas",
"&Monthly Section:","","1028","0","每月段(&M):","dxPSRes.pas",
"&Monthly Section:","","1033","0","","dxPSRes.pas",
"Cannot print unless an item is selected. Select an item, and then try to print again.","","2052","0","无法打印除非选择一项，并且再次打印。","dxPSRes.pas",
"Cannot print unless an item is selected. Select an item, and then try to print again.","","1028","0","無法打印除非選擇一項，并且再次打印。","dxPSRes.pas",
"Cannot print unless an item is selected. Select an item, and then try to print again.","","1033","0","","dxPSRes.pas",
"&Always Visible","1","2052","0","总是可见(&A)","dxPSRes.pas",
"&Always Visible","1","1028","0","總是可見(&A)","dxPSRes.pas",
"&Always Visible","1","1033","0","","dxPSRes.pas",
"&Don't Print Weekends","","2052","0","不要每个周末打印(&D):","dxPSRes.pas",
"&Don't Print Weekends","","1028","0","不要每個周末打印(&D):","dxPSRes.pas",
"&Don't Print Weekends","","1033","0","","dxPSRes.pas",
"&Filter Fields","","2052","0","字段过滤(&F):","dxPSRes.pas",
"&Filter Fields","","1028","0","字段過濾(&F):","dxPSRes.pas",
"&Filter Fields","","1033","0","","dxPSRes.pas",
"&End:","","2052","0","结束(E):","dxPSRes.pas",
"&End:","","1028","0","結束(E):","dxPSRes.pas",
"&End:","","1033","0","","dxPSRes.pas",
"Row Header","","2052","0","行头","dxPSRes.pas",
"Row Header","","1028","0","行頭","dxPSRes.pas",
"Row Header","","1033","0","","dxPSRes.pas",
"12 months/page","","2052","0","12月/页","dxPSRes.pas",
"12 months/page","","1028","0","12月/頁","dxPSRes.pas",
"12 months/page","","1033","0","","dxPSRes.pas",
"&Data Fields","","2052","0","数据域(&D)","dxPSRes.pas",
"&Data Fields","","1028","0","數據域(&D)","dxPSRes.pas",
"&Data Fields","","1033","0","","dxPSRes.pas",
"Out of Office","","2052","0","办公室之外","dxPSRes.pas",
"Out of Office","","1028","0","辦公室之外","dxPSRes.pas",
"Out of Office","","1033","0","","dxPSRes.pas",
"One &Resource Per Page","","2052","0","每一页面一个资源(&R)","dxPSRes.pas",
"One &Resource Per Page","","1028","0","每一頁面一個資源(&R)","dxPSRes.pas",
"One &Resource Per Page","","1033","0","","dxPSRes.pas",
"One column","","2052","0","一列","dxPSRes.pas",
"One column","","1028","0","一列","dxPSRes.pas",
"One column","","1033","0","","dxPSRes.pas",
"&Days layout:","","2052","0","日规划(&D):","dxPSRes.pas",
"&Days layout:","","1028","0","日規劃(&D):","dxPSRes.pas",
"&Days layout:","","1033","0","","dxPSRes.pas",
"Resource Header","","2052","0","资源头","dxPSRes.pas",
"Resource Header","","1028","0","資源頭","dxPSRes.pas",
"Resource Header","","1033","0","","dxPSRes.pas",
"Print Ranges","","2052","0","打印范围","dxPSRes.pas",
"Print Ranges","","1028","0","打印范圍","dxPSRes.pas",
"Print Ranges","","1033","0","","dxPSRes.pas",
"2 months/page","","2052","0","2月/页","dxPSRes.pas",
"2 months/page","","1028","0","2月/頁","dxPSRes.pas",
"2 months/page","","1033","0","","dxPSRes.pas",
"2 pages/day","","2052","0","2页/天","dxPSRes.pas",
"2 pages/day","","1028","0","2頁/天","dxPSRes.pas",
"2 pages/day","","1033","0","","dxPSRes.pas",
"Print &Styles:","","2052","0","打印风格(&S)","dxPSRes.pas",
"Print &Styles:","","1028","0","打印風格(&S)","dxPSRes.pas",
"Print &Styles:","","1033","0","","dxPSRes.pas",
"Print &To:","","2052","0","打印给(&T):","dxPSRes.pas",
"Print &To:","","1028","0","打印給(&T):","dxPSRes.pas",
"Print &To:","","1033","0","","dxPSRes.pas",
"Print Only Selected Events","","2052","0","只打印选择的事件","dxPSRes.pas",
"Print Only Selected Events","","1028","0","只打印選擇的事件","dxPSRes.pas",
"Print Only Selected Events","","1033","0","","dxPSRes.pas",
"Purchase Quarter","","2052","0","购买地区","dxPSRes.pas",
"Purchase Quarter","","1028","0","購買地區","dxPSRes.pas",
"Purchase Quarter","","1033","0","","dxPSRes.pas",
"R&emove This Column","1","2052","0","移除此栏(&E)","dxPSRes.pas",
"R&emove This Column","1","1028","0","移除此欄(&E)","dxPSRes.pas",
"R&emove This Column","1","1033","0","","dxPSRes.pas",
"Free","","2052","0","释放:","dxPSRes.pas",
"Free","","1028","0","釋放:","dxPSRes.pas",
"Free","","1033","0","","dxPSRes.pas",
"2 pages/month","","2052","0","2页/月","dxPSRes.pas",
"2 pages/month","","1028","0","2頁/月","dxPSRes.pas",
"2 pages/month","","1033","0","","dxPSRes.pas",
"2 pages/week","","2052","0","2页/周","dxPSRes.pas",
"2 pages/week","","1028","0","2頁/周","dxPSRes.pas",
"2 pages/week","","1033","0","","dxPSRes.pas",
"Purchase Month","","2052","0","月购买","dxPSRes.pas",
"Purchase Month","","1028","0","月購買","dxPSRes.pas",
"Purchase Month","","1033","0","","dxPSRes.pas",
"Print &From:","","2052","0","打印来自(&F)","dxPSRes.pas",
"Print &From:","","1028","0","打印來自(&F)","dxPSRes.pas",
"Print &From:","","1033","0","","dxPSRes.pas",
"Header Background","","2052","0","标题背景","dxPSRes.pas",
"Header Background","","1028","0","標題背景","dxPSRes.pas",
"Header Background","","1033","0","","dxPSRes.pas",
"Remove Unneeded","","2052","0","移开不需要的","dxPSRes.pas",
"Remove Unneeded","","1028","0","移開不需要的","dxPSRes.pas",
"Remove Unneeded","","1033","0","","dxPSRes.pas",
"&Available Links:","","2052","0","有用的链接:","dxPSRes.pas",
"&Available Links:","","1028","0","有用的鏈接:","dxPSRes.pas",
"&Available Links:","","1033","0","","dxPSRes.pas",
"Fit To Page","","2052","0","符合页面","dxPSRes.pas",
"Fit To Page","","1028","0","符合頁面","dxPSRes.pas",
"Fit To Page","","1033","0","","dxPSRes.pas",
"&Row Fields","","2052","0","行区域(&R)","dxPSRes.pas",
"&Row Fields","","1028","0","行區域(&R)","dxPSRes.pas",
"&Row Fields","","1033","0","","dxPSRes.pas",
"&Arrange:","","2052","0","按排(&A)","dxPSRes.pas",
"&Arrange:","","1028","0","按排(&A)","dxPSRes.pas",
"&Arrange:","","1033","0","","dxPSRes.pas",
"Primary","","2052","0","主要的","dxPSRes.pas",
"Primary","","1028","0","主要的","dxPSRes.pas",
"Primary","","1033","0","","dxPSRes.pas",
"Primary page headers only","","2052","0","页面上只能有一个主要的标题","dxPSRes.pas",
"Primary page headers only","","1028","0","頁面上只能有一個主要的標題","dxPSRes.pas",
"Primary page headers only","","1033","0","","dxPSRes.pas",
"Print &Exactly One Month Per Page","","2052","0","正确的打印每个月的每一天(&E)","dxPSRes.pas",
"Print &Exactly One Month Per Page","","1028","0","正確的打印每個月的每一天(&E)","dxPSRes.pas",
"Print &Exactly One Month Per Page","","1033","0","","dxPSRes.pas",
"Recurrence:","","2052","0","循环:","dxPSRes.pas",
"Recurrence:","","1028","0","循環:","dxPSRes.pas",
"Recurrence:","","1033","0","","dxPSRes.pas",
"Recurrence Pattern:","","2052","0","循环模式：","dxPSRes.pas",
"Recurrence Pattern:","","1028","0","循環模式：","dxPSRes.pas",
"Recurrence Pattern:","","1033","0","","dxPSRes.pas",
"Charts","","2052","0","字符串","dxPSRes.pas",
"Charts","","1028","0","字符串","dxPSRes.pas",
"Charts","","1033","0","","dxPSRes.pas",
"1 page/day","","2052","0","1页/天","dxPSRes.pas",
"1 page/day","","1028","0","1頁/天","dxPSRes.pas",
"1 page/day","","1033","0","","dxPSRes.pas",
"1 page/month","","2052","0","1页/月","dxPSRes.pas",
"1 page/month","","1028","0","1頁/月","dxPSRes.pas",
"1 page/month","","1033","0","","dxPSRes.pas",
"Left to right","","2052","0","由左向右","dxPSRes.pas",
"Left to right","","1028","0","由左向右","dxPSRes.pas",
"Left to right","","1033","0","","dxPSRes.pas",
"1 month/page","","2052","0","1月/页","dxPSRes.pas",
"1 month/page","","1028","0","1月/頁","dxPSRes.pas",
"1 month/page","","1033","0","","dxPSRes.pas",
"1 page/week","","2052","0","1页/周","dxPSRes.pas",
"1 page/week","","1028","0","1頁/周","dxPSRes.pas",
"1 page/week","","1033","0","","dxPSRes.pas",
"No items available within the specified print range.","","2052","0","在上述指定打印范围内没有有效的项目。","dxPSRes.pas",
"No items available within the specified print range.","","1028","0","在上述指定打印范圍內沒有有效的項目。","dxPSRes.pas",
"No items available within the specified print range.","","1033","0","","dxPSRes.pas",
"Scheduler Header","","2052","0","排程栏头","dxPSRes.pas",
"Scheduler Header","","1028","0","排程欄頭","dxPSRes.pas",
"Scheduler Header","","1033","0","","dxPSRes.pas",
"&Hide Details of Private Appointments","","2052","0","隐藏个人详细设定(&H)","dxPSRes.pas",
"&Hide Details of Private Appointments","","1028","0","隱藏個人詳細設定(&H)","dxPSRes.pas",
"&Hide Details of Private Appointments","","1033","0","","dxPSRes.pas",
"&Hidden","1","2052","0","隐藏(&H)","dxPSRes.pas",
"&Hidden","1","1028","0","隱藏(&H)","dxPSRes.pas",
"&Hidden","1","1033","0","","dxPSRes.pas",
"Monthly Style","","2052","0","每月的风格","dxPSRes.pas",
"Monthly Style","","1028","0","每月的風格","dxPSRes.pas",
"Monthly Style","","1033","0","","dxPSRes.pas",
"Memo","","2052","0","备注","dxPSRes.pas",
"Memo","","1028","0","備注","dxPSRes.pas",
"Memo","","1033","0","","dxPSRes.pas",
"Memo Style","","2052","0","备注风格","dxPSRes.pas",
"Memo Style","","1028","0","備注風格","dxPSRes.pas",
"Memo Style","","1033","0","","dxPSRes.pas",
"&Layout:","","2052","0","设计(&L)","dxPSRes.pas",
"&Layout:","","1028","0","設計(&L)","dxPSRes.pas",
"&Layout:","","1033","0","","dxPSRes.pas",
"&Left Section:","","2052","0","左段(&L):","dxPSRes.pas",
"&Left Section:","","1028","0","左段(&L):","dxPSRes.pas",
"&Left Section:","","1033","0","","dxPSRes.pas",
"F&ield Chooser","1","2052","0","字段选择器(&I)","dxPSRes.pas",
"F&ield Chooser","1","1028","0","字段選擇器(&I)","dxPSRes.pas",
"F&ield Chooser","1","1033","0","","dxPSRes.pas",
"Location:","","2052","0","位置:","dxPSRes.pas",
"Location:","","1028","0","位置:","dxPSRes.pas",
"Location:","","1033","0","","dxPSRes.pas",
"Monthly Calendar","","2052","0","每月历法","dxPSRes.pas",
"Monthly Calendar","","1028","0","每月歷法","dxPSRes.pas",
"Monthly Calendar","","1033","0","","dxPSRes.pas",
"Calendar Details Style","","2052","0","详细日历风格","dxPSRes.pas",
"Calendar Details Style","","1028","0","詳細日歷風格","dxPSRes.pas",
"Calendar Details Style","","1033","0","","dxPSRes.pas",
"Secondary","","2052","0","二级","dxPSRes.pas",
"Secondary","","1028","0","二級","dxPSRes.pas",
"Secondary","","1033","0","","dxPSRes.pas",
"Notes Area (Lined)","","2052","0","笔记区（内衬）","dxPSRes.pas",
"Notes Area (Lined)","","1028","0","筆記區（內襯）","dxPSRes.pas",
"Notes Area (Lined)","","1033","0","","dxPSRes.pas",
"S&ort Descending","1","2052","0","降序(&S)","dxPSRes.pas",
"S&ort Descending","1","1028","0","降序(&S)","dxPSRes.pas",
"S&ort Descending","1","1033","0","","dxPSRes.pas",
"Field Header","","2052","0","字段头","dxPSRes.pas",
"Field Header","","1028","0","字段頭","dxPSRes.pas",
"Field Header","","1033","0","","dxPSRes.pas",
"Notes Area (&Lined)","","2052","0","笔记区（内衬）(&L)","dxPSRes.pas",
"Notes Area (&Lined)","","1028","0","筆記區（內襯）(&L)","dxPSRes.pas",
"Notes Area (&Lined)","","1033","0","","dxPSRes.pas",
"Cannot load Report File ""%%s"".%n%cFile is corrupted or is locked by another User or Application.%n%c%n%cOriginal Report will be restored.","","2052","0","不用加载报表文件""%%S"",文件可能被破坏或被其它用户锁定或申请中，报表将被还原最原始状态","dxPSRes.pas",
"Cannot load Report File ""%%s"".%n%cFile is corrupted or is locked by another User or Application.%n%c%n%cOriginal Report will be restored.","","1028","0","不用加載報表文件""%%S"",文件可能被破壞或被其它用戶鎖定或申請中，報表將被還原最原始狀態","dxPSRes.pas",
"Cannot load Report File ""%%s"".%n%cFile is corrupted or is locked by another User or Application.%n%c%n%cOriginal Report will be restored.","","1033","0","","dxPSRes.pas",
"Notes Area (Blank)","","2052","0","笔记区（空白）","dxPSRes.pas",
"Notes Area (Blank)","","1028","0","筆記區（空白）","dxPSRes.pas",
"Notes Area (Blank)","","1033","0","","dxPSRes.pas",
"Notes (Lined)","","2052","0","笔记（内衬）","dxPSRes.pas",
"Notes (Lined)","","1028","0","筆記（內襯）","dxPSRes.pas",
"Notes (Lined)","","1033","0","","dxPSRes.pas",
"Notes","","2052","0","笔记","dxPSRes.pas",
"Notes","","1028","0","筆記","dxPSRes.pas",
"Notes","","1033","0","","dxPSRes.pas",
"&Footer","1","2052","0","脚(&F)","dxPSRes.pas",
"&Footer","1","1028","0","腳(&F)","dxPSRes.pas",
"&Footer","1","1033","0","","dxPSRes.pas",
"Bes&t Fit (all columns)","1","2052","0","最适合(&T)(全部字栏）","dxPSRes.pas",
"Bes&t Fit (all columns)","1","1028","0","最適合(&T)(全部字欄）","dxPSRes.pas",
"Bes&t Fit (all columns)","1","1033","0","","dxPSRes.pas",
"Notes (Blank)","","2052","0","笔记（空白）","dxPSRes.pas",
"Notes (Blank)","","1028","0","筆記（空白）","dxPSRes.pas",
"Notes (Blank)","","1033","0","","dxPSRes.pas",
"Notes Area (&Blank)","","2052","0","笔记区（空白）(&B)","dxPSRes.pas",
"Notes Area (&Blank)","","1028","0","筆記區（空白）(&B)","dxPSRes.pas",
"Notes Area (&Blank)","","1033","0","","dxPSRes.pas",
"dxBarStrs.pas","1","2052","0","dxbarstrs.pas","Dev express",
"dxBarStrs.pas","1","1028","0","dxbarstrs.pas","Dev express",
"dxBarStrs.pas","1","1033","0","","Dev express",
"Application Service","99","2052","0","应用服务台","dxBarStrs.pas",
"Application Service","99","1028","0","應用服務臺","dxBarStrs.pas",
"Application Service","99","1033","0","","dxBarStrs.pas",
"Show Tool&Tips on toolbars","81","2052","0","工具列显示工具提示(&T)","dxBarStrs.pas",
"Show Tool&Tips on toolbars","81","1028","0","工具列顯示工具提示(&T)","dxBarStrs.pas",
"Show Tool&Tips on toolbars","81","1033","0","","dxBarStrs.pas",
"You cannot create recursive groups","","2052","0","你不能创建递归的组","dxBarStrs.pas",
"You cannot create recursive groups","","1028","0","你不能創建遞歸的組","dxBarStrs.pas",
"You cannot create recursive groups","","1033","0","","dxBarStrs.pas",
"A Form should contain only a single TdxBarManager","","2052","0","一个Form应该只包含一个TdxBarManager","dxBarStrs.pas",
"A Form should contain only a single TdxBarManager","","1028","0","一個Form應該隻包含一個TdxBarManager","dxBarStrs.pas",
"A Form should contain only a single TdxBarManager","","1033","0","","dxBarStrs.pas",
"One of the toolbars of the specified bar manager is already merged","","2052","0","工具栏管理器的其中一个工具栏已经合并","dxBarStrs.pas",
"One of the toolbars of the specified bar manager is already merged","","1028","0","工具欄管理器的其中一個工具欄已經合并","dxBarStrs.pas",
"One of the toolbars of the specified bar manager is already merged","","1033","0","","dxBarStrs.pas",
"You can place TdxRibbonGalleryItem only on the Ribbon","","2052","0","你只能把TdxRibbonGalleryItem放在Ribbon上","dxBarStrs.pas",
"You can place TdxRibbonGalleryItem only on the Ribbon","","1028","0","你只能把TdxRibbonGalleryItem放在Ribbon上","dxBarStrs.pas",
"You can place TdxRibbonGalleryItem only on the Ribbon","","1033","0","","dxBarStrs.pas",
"Move Down","","2052","0","下移","dxBarStrs.pas",
"Move Down","","1028","0","下移","dxBarStrs.pas",
"Move Down","","1033","0","","dxBarStrs.pas",
"One of the toolbars of the specified bar manager has merged toolbars","","2052","0","其中一个工具栏的指定酒吧经理先后兼并工具栏","dxBarStrs.pas",
"One of the toolbars of the specified bar manager has merged toolbars","","1028","0","其中一個工具欄的指定酒吧經理先后兼并工具欄","dxBarStrs.pas",
"One of the toolbars of the specified bar manager has merged toolbars","","1033","0","","dxBarStrs.pas",
"%%s should have TCustomForm as its Parent","","2052","0","%%s应该有个自定义窗体作为它的父类","dxBarStrs.pas",
"%%s should have TCustomForm as its Parent","","1028","0","%%s應該有個自定義窗體作為它的父類","dxBarStrs.pas",
"%%s should have TCustomForm as its Parent","","1033","0","","dxBarStrs.pas",
"%%s should have TCustomForm as its Owner","","2052","0","%%s应该有个自定义窗体供它所有","dxBarStrs.pas",
"%%s should have TCustomForm as its Owner","","1028","0","%%s應該有個自定義窗體供它所有","dxBarStrs.pas",
"%%s should have TCustomForm as its Owner","","1033","0","","dxBarStrs.pas",
"%%s requires the Microsoft GDI+ library to be installed","","2052","0","所需的Microsoft GDI+ library将被安装","dxBarStrs.pas",
"%%s requires the Microsoft GDI+ library to be installed","","1028","0","所需的Microsoft GDI+ library將被安裝","dxBarStrs.pas",
"%%s requires the Microsoft GDI+ library to be installed","","1033","0","","dxBarStrs.pas",
"Restore Window","","2052","0","还原Window","dxBarStrs.pas",
"Restore Window","","1028","0","還原Window","dxBarStrs.pas",
"Restore Window","","1033","0","","dxBarStrs.pas",
"You can place TdxRibbonQuickAccessGroupButton only on TdxRibbonQuickAccessToolbar","","2052","0","你也能将TdxRibbonQuickAccessGroupButton放在TdxRibbonQuickAccessToolbar上","dxBarStrs.pas",
"You can place TdxRibbonQuickAccessGroupButton only on TdxRibbonQuickAccessToolbar","","1028","0","你也能將TdxRibbonQuickAccessGroupButton放在TdxRibbonQuickAccessToolbar上","dxBarStrs.pas",
"You can place TdxRibbonQuickAccessGroupButton only on TdxRibbonQuickAccessToolbar","","1033","0","","dxBarStrs.pas",
"Close Window","","2052","0","关闭窗体","dxBarStrs.pas",
"Close Window","","1028","0","關閉窗體","dxBarStrs.pas",
"Close Window","","1033","0","","dxBarStrs.pas",
"A toolbar named '%%s' already exists. Type another name.","","2052","0","名为‘%%s’的工具栏已经存在。打另一个名称。","dxBarStrs.pas",
"A toolbar named '%%s' already exists. Type another name.","","1028","0","名為‘%%s’的工具欄已經存在。打另一個名稱。","dxBarStrs.pas",
"A toolbar named '%%s' already exists. Type another name.","","1033","0","","dxBarStrs.pas",
"More Buttons","","2052","0","更多按钮","dxBarStrs.pas",
"More Buttons","","1028","0","更多按鈕","dxBarStrs.pas",
"More Buttons","","1033","0","","dxBarStrs.pas",
"Add Gro&upButton","","2052","0","增加Button组(&u)","dxBarStrs.pas",
"Add Gro&upButton","","1028","0","增加Button組(&u)","dxBarStrs.pas",
"Add Gro&upButton","","1033","0","","dxBarStrs.pas",
"One of the selected objects is an item which has several links. Are you sure you want to delete these links?","","2052","0","其中一个选择的对象是一个有几个关联的项目，你确认要删除这些关联？","dxBarStrs.pas",
"One of the selected objects is an item which has several links. Are you sure you want to delete these links?","","1028","0","其中一個選擇的對象是一個有幾個關聯的項目，你確認要刪除這些關聯？","dxBarStrs.pas",
"One of the selected objects is an item which has several links. Are you sure you want to delete these links?","","1033","0","","dxBarStrs.pas",
"A separator item cannot be placed on the specified toolbar","","2052","0","汽水分离器项目不能放在指定的工具栏","dxBarStrs.pas",
"A separator item cannot be placed on the specified toolbar","","1028","0","汽水分離器項目不能放在指定的工具欄","dxBarStrs.pas",
